satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,heure_supplementaires,augementation_salaire_precedente,genre,statut_marital,departement,poste,a_quitte_l_entreprise,domaine_etude,frequence_deplacement
4,3,2,3,2,3,3,41,5003,6,8,2,2,0,6,7,2,2,1,Non,14 %,F,Célibataire,Consulting,Tech Lead,Non,Transformation Digitale,Occasionnel
4,2,4,4,3,3,3,39,12742,1,21,21,6,1,3,1,1,11,8,Non,16 %,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
1,3,2,4,2,3,3,27,4227,0,4,3,2,1,2,2,4,2,2,Non,18 %,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
2,3,1,4,1,2,4,35,3917,1,3,3,2,1,4,10,3,1,2,Non,20 %,M,Divorcé(e),Consulting,Consultant,Non,Autre,Occasionnel
4,3,5,3,2,4,3,42,18303,6,21,1,0,0,3,5,2,0,0,Non,13 %,M,Marié(e),Commercial,Senior Manager,Non,Marketing,Occasionnel
1,3,1,4,2,3,3,50,2380,4,8,1,0,0,5,9,3,0,0,Non,18 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
3,2,4,4,1,3,3,59,13726,3,30,5,3,0,4,2,3,4,3,Oui,13 %,F,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
1,1,2,2,1,1,3,37,4777,5,15,1,0,0,2,11,2,0,0,Non,15 %,F,Marié(e),Consulting,Manager,Oui,Transformation Digitale,Occasionnel
3,3,2,2,4,3,3,55,6385,3,17,8,7,2,3,18,4,6,7,Oui,14 %,M,Marié(e),Consulting,Manager,Non,Transformation Digitale,Frequent
2,1,5,3,2,3,4,41,19973,1,21,21,16,2,3,7,1,5,10,Non,22 %,F,Divorcé(e),Consulting,Directeur Technique,Non,Infra & Cloud,Aucun
2,3,2,4,3,3,3,38,6861,8,19,1,0,0,1,3,4,0,0,Oui,12 %,M,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
2,1,2,1,4,3,3,26,4969,8,7,2,2,0,6,29,2,2,2,Non,18 %,M,Célibataire,Commercial,Cadre Commercial,Oui,Transformation Digitale,Aucun
1,1,5,4,4,3,3,52,19845,1,33,32,14,1,3,2,1,6,9,Non,15 %,F,Marié(e),Commercial,Senior Manager,Oui,Marketing,Occasionnel
4,4,4,4,3,3,3,44,13320,3,23,12,11,1,2,28,3,11,11,Oui,18 %,F,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
4,3,2,3,1,3,3,50,6347,0,19,18,7,1,3,1,3,0,13,Non,12 %,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Aucun
3,4,1,1,3,3,3,36,2743,1,18,17,13,0,1,16,4,15,14,Non,16 %,F,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
4,3,3,1,3,3,3,39,10880,1,21,21,6,0,2,22,3,2,8,Oui,13 %,F,Célibataire,Consulting,Tech Lead,Non,Transformation Digitale,Frequent
2,2,1,4,4,2,3,33,2342,0,3,2,2,0,2,8,1,2,2,Non,19 %,F,Célibataire,Commercial,Représentant Commercial,Non,Infra & Cloud,Aucun
4,3,4,4,2,4,3,45,17650,3,26,9,3,1,4,11,2,1,1,Non,13 %,F,Marié(e),Commercial,Senior Manager,Non,Infra & Cloud,Occasionnel
4,3,1,3,2,3,3,32,4025,9,10,8,7,0,2,29,4,7,7,Non,12 %,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Aucun
2,4,2,4,4,2,3,34,9725,0,16,15,1,1,2,1,4,0,9,Non,11 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
2,3,3,4,3,1,3,59,11904,3,14,6,4,1,1,1,2,0,4,Oui,14 %,M,Marié(e),Commercial,Senior Manager,Non,Entrepreunariat,Occasionnel
2,3,1,2,1,3,3,45,2177,1,6,6,3,0,3,24,4,0,4,Non,16 %,M,Célibataire,Ressources Humaines,Ressources Humaines,Non,Transformation Digitale,Occasionnel
3,2,3,2,1,3,3,53,7525,2,30,15,7,1,2,2,3,6,12,Non,12 %,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Frequent
1,3,2,3,2,2,3,36,4834,7,9,1,0,1,3,15,3,0,0,Non,14 %,M,Divorcé(e),Consulting,Consultant,Oui,Autre,Occasionnel
1,3,1,1,2,3,3,26,2042,6,6,3,2,1,2,2,3,1,2,Oui,14 %,M,Marié(e),Consulting,Assistant de Direction,Oui,Infra & Cloud,Frequent
3,3,1,3,4,3,3,34,2220,1,1,1,1,1,2,10,4,0,0,Oui,19 %,F,Marié(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Occasionnel
4,3,1,2,2,3,4,28,1052,1,1,1,0,0,5,10,1,0,0,Non,22 %,M,Marié(e),Commercial,Représentant Commercial,Non,Transformation Digitale,Occasionnel
3,3,1,3,1,3,3,38,2821,3,8,2,2,1,2,3,4,2,2,Non,16 %,M,Marié(e),Consulting,Assistant de Direction,Non,Autre,Frequent
2,3,5,3,4,2,3,50,19237,2,29,8,1,1,2,2,4,7,7,Oui,11 %,M,Marié(e),Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
4,3,2,2,1,2,3,37,4107,3,8,4,3,0,3,3,3,0,1,Non,15 %,F,Célibataire,Consulting,Manager,Non,Autre,Occasionnel
3,3,2,1,2,2,3,40,8396,1,8,7,7,1,3,26,3,7,5,Non,14 %,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
1,2,1,3,3,3,3,26,2007,1,5,5,3,2,5,1,1,1,3,Non,13 %,F,Divorcé(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Frequent
4,3,5,4,4,3,3,46,19627,9,23,2,2,2,0,1,4,2,2,Non,17 %,M,Divorcé(e),Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
3,2,3,3,2,3,3,54,10686,6,13,9,4,1,4,2,4,7,0,Non,11 %,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
1,3,1,3,2,3,3,56,2942,2,18,5,4,1,4,9,3,0,3,Non,19 %,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Frequent
4,2,3,4,2,2,3,36,8858,0,15,14,8,0,2,12,5,7,8,Non,11 %,F,Célibataire,Consulting,Tech Lead,Non,Transformation Digitale,Occasionnel
3,2,4,1,2,4,3,55,16756,7,31,9,7,0,3,2,1,6,2,Non,15 %,M,Célibataire,Consulting,Senior Manager,Non,Transformation Digitale,Aucun
3,2,3,4,3,3,3,43,10798,5,18,1,0,1,5,25,3,0,0,Non,13 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
4,3,1,4,2,3,3,20,2323,1,2,2,2,0,3,9,3,0,2,Oui,14 %,F,Célibataire,Commercial,Représentant Commercial,Oui,Marketing,Frequent
3,2,1,1,1,2,3,21,1416,1,1,1,0,0,6,10,3,1,0,Non,13 %,F,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
4,2,2,1,1,3,4,46,4615,8,19,16,13,3,2,8,4,1,7,Oui,23 %,F,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
1,3,1,3,3,4,3,51,2461,9,18,10,0,3,2,4,4,2,7,Oui,12 %,M,Marié(e),Consulting,Assistant de Direction,Oui,Infra & Cloud,Occasionnel
2,2,3,1,1,2,3,28,8722,1,10,10,7,0,2,24,2,1,9,Non,12 %,M,Célibataire,Consulting,Manager,Oui,Entrepreunariat,Aucun
1,2,1,1,1,3,3,26,3955,1,6,5,3,2,2,1,2,1,3,Non,16 %,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,3,2,1,3,2,3,30,9957,0,7,6,2,1,1,20,3,0,2,Non,15 %,M,Marié(e),Consulting,Tech Lead,Non,Autre,Occasionnel
2,4,1,3,3,3,3,41,3376,1,10,10,6,0,3,7,2,0,8,Non,13 %,F,Marié(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Occasionnel
3,2,3,3,1,2,3,38,8823,0,20,19,9,1,4,17,1,1,9,Non,18 %,F,Marié(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
1,3,3,4,4,3,4,40,10322,4,14,11,10,1,6,20,4,11,1,Non,20 %,M,Marié(e),Consulting,Manager,Non,Entrepreunariat,Occasionnel
1,1,1,3,4,3,3,27,4621,1,3,3,2,3,4,8,5,1,2,Non,19 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Aucun
4,3,3,2,2,3,3,55,10976,3,23,3,2,1,4,2,1,1,2,Non,18 %,M,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Frequent
3,3,2,3,4,4,3,28,3660,3,10,8,7,0,4,10,3,1,7,Non,13 %,F,Célibataire,Consulting,Assistant de Direction,Non,Autre,Occasionnel
2,2,3,1,4,3,3,44,10482,9,24,20,6,1,1,1,2,3,6,Non,14 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Oui,Transformation Digitale,Occasionnel
4,2,3,4,3,3,3,33,7119,4,9,3,2,1,2,5,3,1,2,Non,15 %,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
4,3,3,1,1,3,4,35,9582,0,9,8,7,0,2,4,3,4,7,Oui,22 %,M,Célibataire,Commercial,Cadre Commercial,Oui,Entrepreunariat,Occasionnel
1,2,2,3,2,3,4,33,4508,1,14,13,7,0,4,29,4,3,8,Non,22 %,F,Célibataire,Consulting,Assistant de Direction,Oui,Transformation Digitale,Frequent
1,3,1,3,4,2,3,28,2207,1,4,4,2,1,5,15,2,2,2,Non,16 %,M,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
1,3,2,4,3,2,3,34,7756,0,7,6,2,0,1,3,1,0,4,Non,17 %,M,Célibataire,Consulting,Manager,Non,Infra & Cloud,Frequent
4,2,2,4,3,3,3,37,6694,2,8,1,0,3,5,10,4,0,0,Oui,14 %,F,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
4,3,1,4,2,4,3,25,3691,1,7,7,7,1,3,4,1,5,6,Oui,15 %,M,Marié(e),Consulting,Consultant,Oui,Entrepreunariat,Occasionnel
1,3,1,3,3,2,4,26,2377,1,1,1,1,1,0,21,3,0,0,Non,20 %,M,Divorcé(e),Consulting,Consultant,Oui,Transformation Digitale,Occasionnel
1,2,1,2,2,3,4,33,2313,4,5,2,2,0,0,25,3,2,2,Oui,20 %,M,Célibataire,Consulting,Assistant de Direction,Oui,Transformation Digitale,Occasionnel
4,3,4,1,4,3,3,42,17665,0,23,22,6,1,3,2,2,13,7,Non,17 %,M,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Occasionnel
1,2,1,2,1,3,3,28,2596,1,1,1,0,2,2,1,3,0,0,Non,15 %,M,Divorcé(e),Consulting,Consultant,Oui,Transformation Digitale,Frequent
4,3,2,3,4,3,3,50,4728,3,5,0,0,0,4,1,4,0,0,Oui,14 %,M,Célibataire,Commercial,Cadre Commercial,Oui,Autre,Frequent
4,3,2,2,3,3,3,33,4302,0,4,3,2,1,3,7,3,0,2,Non,17 %,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Frequent
3,2,1,4,4,3,3,34,2979,3,6,0,0,3,2,3,4,0,0,Non,17 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Aucun
1,4,4,4,3,2,4,48,16885,2,27,5,4,0,3,1,4,2,1,Non,22 %,M,Célibataire,Consulting,Senior Manager,Non,Transformation Digitale,Aucun
2,2,2,3,4,3,3,45,5593,1,15,15,10,1,2,9,4,4,12,Non,13 %,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Aucun
2,3,3,2,4,3,3,52,10445,7,18,8,6,0,4,7,4,4,0,Non,19 %,M,Célibataire,Consulting,Manager,Non,Infra & Cloud,Occasionnel
3,2,3,3,2,3,3,38,8740,0,9,8,7,2,2,10,4,2,7,Oui,14 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,3,1,4,1,3,4,29,2514,4,11,7,5,1,1,28,4,1,7,Non,22 %,F,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,3,3,2,2,2,3,28,7655,0,10,9,7,3,3,3,3,1,7,Non,17 %,F,Divorcé(e),Consulting,Tech Lead,Non,Transformation Digitale,Occasionnel
1,3,4,3,4,3,3,46,17465,3,23,12,9,1,3,3,1,4,9,Non,12 %,M,Marié(e),Commercial,Senior Manager,Non,Marketing,Occasionnel
4,3,3,2,3,3,3,38,7351,7,10,1,0,0,2,2,2,0,0,Non,16 %,M,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,3,3,1,3,3,3,43,10820,8,18,8,7,1,1,27,3,0,1,Non,11 %,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Frequent
1,3,4,4,4,3,3,39,12169,7,21,18,7,3,4,2,3,11,5,Non,11 %,M,Divorcé(e),Consulting,Manager,Oui,Infra & Cloud,Frequent
3,2,5,3,1,4,3,40,19626,1,21,20,7,0,2,14,3,4,9,Non,14 %,M,Célibataire,Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
4,2,1,2,3,4,3,21,2070,1,2,2,2,0,6,1,1,2,2,Oui,11 %,F,Célibataire,Consulting,Assistant de Direction,Non,Entrepreunariat,Occasionnel
3,3,2,2,3,2,3,39,6782,9,9,5,4,0,2,9,3,0,3,Non,15 %,M,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Aucun
1,3,2,4,1,3,4,36,7779,2,18,11,9,0,0,18,4,0,9,Non,20 %,M,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Aucun
3,4,1,4,1,3,3,31,2791,0,3,2,2,1,4,20,3,2,2,Non,12 %,M,Marié(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Frequent
1,2,1,2,1,1,3,28,3201,0,6,5,3,0,2,2,1,0,4,Non,17 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,3,2,4,4,3,3,35,4968,1,5,5,2,1,3,11,2,0,2,Non,11 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Frequent
4,2,4,2,2,3,3,49,13120,6,22,9,8,1,3,8,4,2,3,Non,17 %,M,Marié(e),Commercial,Cadre Commercial,Non,Entrepreunariat,Occasionnel
4,3,2,3,4,2,3,34,4033,2,5,3,2,0,3,2,2,0,2,Non,11 %,M,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Frequent
4,3,1,2,4,2,3,29,3291,0,8,7,5,2,2,10,3,1,1,Non,14 %,F,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Frequent
2,1,2,4,1,3,3,42,4272,4,16,1,0,0,3,29,3,0,0,Non,19 %,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Occasionnel
2,2,2,4,3,2,3,29,5056,1,10,10,7,1,2,8,1,1,2,Oui,15 %,M,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Occasionnel
3,4,1,3,4,4,3,38,2844,1,7,7,6,1,2,1,3,5,0,Non,13 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Occasionnel
3,2,1,3,4,3,3,28,2703,1,3,3,1,1,2,6,3,0,2,Oui,14 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Frequent
3,3,1,3,4,3,3,18,1904,1,0,0,0,0,0,8,1,0,0,Non,12 %,M,Célibataire,Consulting,Consultant,Oui,Transformation Digitale,Aucun
1,3,2,1,1,3,3,33,8224,0,6,5,2,0,3,9,4,0,3,Oui,17 %,F,Célibataire,Commercial,Cadre Commercial,Oui,Marketing,Occasionnel
2,3,1,4,1,3,3,41,4766,3,6,1,0,1,4,12,4,0,0,Oui,11 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
3,3,1,3,3,2,3,31,2610,1,2,2,2,1,5,15,3,2,2,Non,12 %,M,Marié(e),Consulting,Consultant,Oui,Transformation Digitale,Frequent
3,2,2,4,3,3,3,37,5731,7,9,6,2,2,2,25,2,1,3,Non,13 %,F,Divorcé(e),Consulting,Manager,Non,Transformation Digitale,Occasionnel
4,2,1,3,3,3,3,27,2539,1,4,4,2,1,0,6,3,2,2,Non,13 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
2,3,2,3,1,2,4,34,5714,1,6,6,5,0,3,9,1,1,3,Non,20 %,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
3,3,1,3,2,1,3,35,4323,1,6,5,4,0,2,8,4,1,4,Non,17 %,M,Célibataire,Ressources Humaines,Ressources Humaines,Non,Entrepreunariat,Occasionnel
4,2,3,1,1,1,3,29,7336,1,11,11,8,1,3,23,1,3,10,Non,13 %,F,Marié(e),Commercial,Cadre Commercial,Oui,Infra & Cloud,Occasionnel
2,3,3,3,3,2,3,40,13499,9,20,18,7,0,3,9,4,2,13,Non,17 %,F,Célibataire,Consulting,Directeur Technique,Non,Transformation Digitale,Frequent
3,3,4,1,2,2,3,42,13758,0,22,21,9,0,2,12,3,13,14,Oui,12 %,M,Célibataire,Commercial,Cadre Commercial,Oui,Infra & Cloud,Frequent
2,3,2,1,4,4,3,42,5155,7,9,6,4,0,3,4,4,1,5,Non,13 %,M,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Occasionnel
4,2,1,3,2,3,3,35,2258,6,10,8,0,1,2,1,4,1,7,Non,12 %,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
4,3,1,2,4,3,4,24,3597,8,6,4,3,0,2,24,3,1,2,Non,22 %,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,3,1,4,4,2,3,28,2515,1,1,1,1,0,4,12,1,0,0,Oui,11 %,F,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
1,4,1,4,2,3,4,26,4420,1,8,8,7,1,2,3,4,0,7,Non,22 %,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,2,2,3,1,3,3,30,6578,1,10,10,3,1,3,10,3,1,4,Non,18 %,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,2,2,4,4,1,3,40,4422,3,16,1,1,1,3,26,2,0,0,Oui,13 %,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Frequent
3,2,3,2,2,4,3,35,10274,2,15,7,7,1,2,2,3,6,4,Non,18 %,M,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
4,2,2,1,3,3,4,34,5343,0,14,13,9,0,3,1,3,4,9,Non,20 %,M,Célibataire,Consulting,Manager,Non,Transformation Digitale,Frequent
4,2,1,4,2,4,3,35,2376,1,2,2,2,1,2,4,4,2,2,Non,13 %,M,Marié(e),Consulting,Consultant,Non,Autre,Frequent
1,1,2,3,2,2,3,43,5346,8,7,4,3,0,2,9,3,1,3,Non,13 %,F,Célibataire,Commercial,Cadre Commercial,Oui,Marketing,Occasionnel
3,3,1,1,3,3,3,32,2827,1,1,1,0,3,3,2,1,0,0,Non,12 %,F,Divorcé(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Aucun
4,3,5,1,4,3,3,56,19943,4,28,5,2,1,2,4,4,4,2,Non,13 %,F,Divorcé(e),Consulting,Senior Manager,Non,Entrepreunariat,Occasionnel
2,3,1,4,1,3,3,29,3131,1,10,10,8,1,5,6,1,0,8,Non,13 %,F,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,3,1,1,3,3,4,19,2552,1,1,1,1,0,4,9,2,0,0,Non,25 %,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
1,3,1,3,3,2,3,45,4477,4,7,3,2,1,2,7,3,0,2,Oui,19 %,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
4,2,2,4,2,2,3,37,6474,1,14,14,8,1,2,1,3,3,11,Non,13 %,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
1,2,1,3,1,2,3,20,3033,1,2,2,2,0,2,3,3,1,2,Non,12 %,M,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Occasionnel
3,3,1,3,3,3,3,44,2936,1,6,6,4,0,4,10,4,0,2,Oui,11 %,M,Célibataire,Consulting,Assistant de Direction,Oui,Infra & Cloud,Occasionnel
4,3,5,3,2,3,3,53,18606,3,26,7,7,1,6,7,2,4,7,Non,18 %,F,Divorcé(e),Consulting,Senior Manager,Non,Transformation Digitale,Occasionnel
2,1,1,4,1,2,3,29,2168,0,6,5,4,1,2,15,1,1,3,Oui,18 %,F,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
3,2,1,4,2,3,3,22,2853,0,1,0,0,1,5,3,4,0,0,Oui,11 %,M,Marié(e),Consulting,Assistant de Direction,Oui,Infra & Cloud,Frequent
3,3,4,1,1,3,4,46,17048,8,28,26,15,0,2,2,3,15,9,Non,23 %,F,Marié(e),Commercial,Senior Manager,Non,Marketing,Occasionnel
4,1,1,3,4,3,3,44,2290,2,6,0,0,0,3,17,3,0,0,Non,13 %,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Aucun
2,3,1,3,4,3,3,33,3600,1,5,5,4,1,2,2,3,1,4,Non,13 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Occasionnel
1,2,1,1,1,1,3,41,2107,6,5,1,0,1,2,5,2,0,0,Non,17 %,M,Divorcé(e),Consulting,Assistant de Direction,Oui,Infra & Cloud,Aucun
3,3,2,1,3,3,3,30,4115,8,8,4,3,3,3,29,4,0,3,Non,19 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
2,3,2,2,4,3,3,40,4327,5,5,0,0,3,2,2,4,0,0,Non,12 %,M,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Frequent
4,3,4,1,3,3,4,50,17856,2,32,2,2,1,3,2,3,2,2,Non,22 %,F,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Frequent
4,2,1,1,3,3,3,28,3196,1,6,6,5,3,2,19,4,3,3,Non,12 %,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
4,3,5,2,1,3,3,46,19081,5,25,4,2,1,2,15,2,0,3,Non,11 %,M,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
3,3,2,1,4,3,3,35,8966,3,15,7,7,3,2,17,4,1,7,Oui,15 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
4,3,1,2,1,1,3,24,2210,1,1,1,0,1,3,17,2,0,0,Non,13 %,F,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
2,3,2,3,1,2,3,33,4539,1,10,10,7,1,3,25,3,0,1,Non,12 %,F,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Frequent
3,1,1,3,3,3,3,36,2741,1,7,7,7,1,4,6,4,1,7,Non,14 %,M,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
3,3,2,3,1,2,3,30,3491,1,10,10,7,3,4,7,4,8,9,Non,13 %,M,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
4,3,2,4,2,3,4,44,4541,1,20,20,11,0,3,29,4,13,17,Non,25 %,M,Célibataire,Consulting,Assistant de Direction,Non,Autre,Occasionnel
3,4,1,4,4,3,3,20,2678,1,2,2,1,0,2,21,3,2,2,Non,17 %,M,Célibataire,Commercial,Représentant Commercial,Non,Marketing,Occasionnel
4,3,2,4,3,2,3,46,7379,2,12,6,3,1,3,2,4,1,4,Non,11 %,M,Divorcé(e),Consulting,Tech Lead,Non,Entrepreunariat,Occasionnel
4,4,2,1,1,4,3,42,6272,7,10,4,3,1,3,2,5,0,3,Non,16 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Transformation Digitale,Aucun
2,4,2,4,2,3,3,60,5220,0,12,11,7,1,3,7,4,1,9,Oui,18 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,2,1,2,3,3,4,32,2743,1,2,2,2,1,2,13,3,2,2,Non,20 %,F,Marié(e),Consulting,Consultant,Non,Autre,Frequent
4,3,2,3,4,3,3,32,4998,4,10,8,7,0,2,2,2,0,7,Oui,14 %,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Frequent
3,1,3,1,3,3,4,36,10252,2,17,7,7,1,2,1,3,7,7,Oui,21 %,F,Divorcé(e),Consulting,Tech Lead,Non,Entrepreunariat,Occasionnel
1,3,1,4,2,3,3,33,2781,0,15,14,10,1,5,9,3,4,10,Non,13 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
2,2,2,2,2,4,3,40,6852,7,7,5,1,1,2,10,3,1,3,Non,12 %,F,Divorcé(e),Commercial,Cadre Commercial,Non,Entrepreunariat,Occasionnel
3,3,2,4,2,3,3,25,4950,0,5,4,3,0,4,10,4,1,1,Non,14 %,M,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
4,3,1,2,1,3,4,30,3579,0,12,11,9,1,2,1,3,5,7,Oui,21 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
1,3,3,1,3,3,3,42,13191,3,20,1,0,0,6,26,5,0,0,Oui,17 %,F,Marié(e),Consulting,Directeur Technique,Non,Transformation Digitale,Frequent
3,2,3,4,2,2,3,35,10377,4,16,13,2,1,6,8,2,4,12,Oui,11 %,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Aucun
1,3,1,1,4,2,3,27,2235,1,9,9,7,2,3,14,3,6,8,Oui,14 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,3,3,3,1,1,3,54,10502,7,33,5,4,1,2,1,4,1,4,Non,17 %,F,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Frequent
1,4,1,4,4,3,3,44,2011,1,10,10,5,1,5,2,1,7,7,Non,13 %,F,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
1,2,1,2,2,4,4,19,1859,1,1,1,1,0,2,10,3,0,0,Oui,25 %,F,Célibataire,Consulting,Assistant de Direction,Oui,Transformation Digitale,Aucun
1,3,1,4,1,3,3,29,3760,1,3,3,2,3,5,1,3,1,2,Non,15 %,F,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,3,4,4,1,3,3,54,17779,3,36,10,9,0,2,3,3,0,9,Non,14 %,M,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
3,3,2,1,4,2,3,31,6833,1,6,6,5,0,2,11,2,0,1,Oui,12 %,M,Marié(e),Consulting,Manager,Non,Transformation Digitale,Occasionnel
3,2,2,1,2,3,3,31,6812,1,10,10,9,0,2,24,3,1,8,Non,19 %,F,Célibataire,Consulting,Manager,Non,Transformation Digitale,Occasionnel
3,2,2,4,4,3,3,59,5171,5,13,6,1,0,2,3,3,0,5,Non,17 %,F,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
